,case_number,year,type,country,activity,injury,mes,deceso,genero,especies,edad
1119,1980.01.10,1980,Unprovoked,south africa,Swimming,3 small punctures on arm,Jan,N,M,Unspecified,25.0
1120,1980.00.00.b,1980,Invalid,south africa,Spearfishing,No injury; 2 m shark made threat display and impaled itself on spear,Unknown,Unknown,M,Unspecified,20.0
1121,1979.11.27,1979,Unprovoked,usa,Surfing,Multiple major Injuries,Nov,N,M,White,20.0
1122,1979.05.05,1979,Provoked,south africa,Spearfishing,Shark rammed diver after he shot it in the head  PROVOKED INCIDENT,Unknown,N,M,White,25.0
1123,1979.03.24,1979,Unprovoked,usa,Surfing,Foot & ankle bitten,Mar,N,M,Unspecified,27.0
1124,1979.02.21,1979,Unprovoked,south africa,"Surfing, collided with shark",Punctures on left thigh,Feb,N,M,Unspecified,19.0
1125,1978.12.12,1978,Unprovoked,south africa,Spearfishing,"FATAL, legs bitten ",Dec,Y,M,White,23.0
1126,1978.09.27,1978,Unprovoked,south africa,Spearfishing,"No injury, shark took his catch, then towed & pushed diver through the water ",Sep,N,M,White,27.0
1127,1978.01.17,1978,Unprovoked,south africa,Surfing,"Left leg, ankle & foot bitten",Jan,N,M,Unspecified,17.0
1128,1977.12.19.a,1977,Unprovoked,south africa,Surfing,"Both legs bitten, 2 days later gangrene necessitated surgical amputation of left leg at mid-thigh",Dec,N,M,Tiger,18.0
1129,1977.10.30,1977,Unprovoked,south africa,Spearfishing,"No injury, shark bit speargun & pushed diver through the water",Oct,N,M,White,25.0
1130,1977.08.31,1977,Unprovoked,australia,Surfing,"Board rammed &  bitten, left thigh lacerated",Aug,N,M,White,17.0
1131,1977.08.14,1977,Unprovoked,usa,Free diving for abalone (surfacing),Leg lacerated,Aug,N,M,White,20.0
1132,1977.06.26,1977,Provoked,usa,Spearfishing / Scuba diving,"PROVOKED INCIDENT    Diver poked shark with spear, then shark bit his right foot",Jun,N,M,Bull,27.0
1133,1976.12.18,1976,Unprovoked,usa,Hookah diving for abalone (submerged),Buttocks & hip bitten,Dec,N,M,White,29.0
1134,1976.11.27,1976,Unprovoked,south africa,"Thrashing the water / imitating the shark victim from ""Jaws""",Torso bitten,Nov,N,M,White,19.0
1135,1976.11.25,1976,Unprovoked,usa,Surfing,"Right arm severed 1"" below elbow with extensive tissue loss 3"" above elbow",Nov,N,M,Bull,19.0
1136,1976.10.18,1976,Unprovoked,usa,Surfing,Leg bitten ,Oct,N,M,White,25.0
1137,1976.10.06,1976,Unprovoked,south africa,Surfing,Left thigh lacerated,Oct,N,M,White,20.0
1138,1976.09.06,1976,Unprovoked,usa,Surfing,Laceration to left lower leg,Sep,N,M,Tiger,15.0
1139,1976.08.24,1976,Unprovoked,usa,Surfing,"No injury, board bitten",Aug,N,M,White,19.0
1140,1976.06.23,1976,Unprovoked,usa,Skindiving,Lacerations to right arm,Jun,N,M,Unspecified,17.0
1141,1975.12.06,1975,Unprovoked,usa,Scuba diving & spearfishing,Leg bitten,Dec,N,M,White,27.0
1142,1975.11.19.a,1975,Unprovoked,south africa,Standing,Left foot lacerated,Nov,N,M,Unspecified,33.0
1143,1975.08.17,1975,Unprovoked,south africa,Surfing,Left leg & surfboard bitten,Aug,N,M,White,19.0
1144,1975.08.12,1975,Unprovoked,usa,Floating on a small orange raft ,"Calf bitten, leg surgically amputated below the knee  Note: by late August, 3 more bathers had been bitten by sharks at Daytona Beach",Aug,N,M,Unspecified,20.0
1145,1975.08.09,1975,Unprovoked,usa,Free diving for abalone,"Shoulder, arm & hand lacerated",Aug,N,M,White,44.0
1146,1975.07.30.a,1975,Unprovoked,australia,Scuba diving for abalone,FATAL,Jul,Y,M,White,37.0
1147,1975.07.23,1975,Unprovoked,usa,Scuba diving for abalone (at surface),Legs bitten,Jul,N,M,White,23.0
1148,1975.07.19,1975,Unprovoked,usa,Hookah diving for abalone,"No injury, swim fin torn",Jul,N,M,White,34.0
1149,1975.07.15,1975,Unprovoked,usa,Swimming,Arm lacerated,Jul,N,F,Unspecified,14.0
1150,1975.06.23.b,1975,Unprovoked,usa,Swimming ,Lacerations to right foot,Jun,N,M,Unspecified,18.0
1151,1975.02.23,1975,Unprovoked,south africa,Surfing,Foot severed,Feb,N,M,Unspecified,16.0
1152,1975.02.10,1975,Unprovoked,australia,Swimming underwater from crayfish cage to a fishing bait,Right leg  severed FATAL,Feb,Y,M,White,12.0
1153,1974.09.28,1974,Unprovoked,usa,Surfing,"Thigh, lower back and surfboard bitten",Sep,N,M,White,17.0
1154,1974.09.14,1974,Unprovoked,usa,Hookah diving for abalone,Major injuries,Sep,N,M,White,29.0
1155,1974.09.07,1974,Unprovoked,israel,Swimming,"Bitten 12 times: multiple lacerations on hands, arms, shoulder breast thigh, both legs, left forearm surgically amputated ",Sep,N,F,Unspecified,20.0
1156,1974.09.02.b,1974,Unprovoked,usa,Scuba diving (but on surface),Minor injuries to hand,Sep,N,M,White,41.0
1157,1974.09.02.a,1974,Unprovoked,usa,Scuba diving (but on surface),Minor bite on foot & swimfin,Sep,N,M,White,48.0
1158,1974.09.00,1974,Unprovoked,usa,Surfing,No injury,Sep,N,M,White,24.0
1159,1974.05.26,1974,Unprovoked,usa,Free diving (but on surface),Leg bitten,May,N,M,White,45.0
1160,1974.04.20,1974,Unprovoked,south africa,Spearfishing,Left knee lacerated,Apr,N,M,Unspecified,22.0
1161,1974.04.04,1974,Unprovoked,south africa,Surfing,Right foot lacerated,Apr,N,M,Unspecified,17.0
1162,1974.03.21,1974,Unprovoked,south africa,Surfing,"No injury, surfboard bitten",Mar,N,M,Unspecified,21.0
1163,1974.01.07.c,1974,Unprovoked,south africa,Swimming,Knee & calf lacerated,Jan,N,M,Unspecified,33.0
1164,1973.09.14,1973,Unprovoked,bahamas,"Free diving, Spearfishing",Left hand & forearm lacerated,Sep,N,M,Bull,11.0
1165,1973.09.09,1973,Unprovoked,mexico,"Free diving, Spearfishing","FATAL, leg bitten ",Sep,Y,M,White,37.0
1166,1973.03.00,1973,Unprovoked,south africa,Spearfishing,Hip bruised,Mar,N,M,Unspecified,26.0
1167,1972.12.26,1972,Unprovoked,mozambique,Swimming,"Hip, leg, arm, hand & shoulder bitten",Dec,N,M,Unspecified,25.0
1168,1972.06.10,1972,Unprovoked,usa,Surfing,Buttocks bitten,Jun,N,M,Unspecified,22.0
1169,1972.05.28,1972,Unprovoked,usa,Free diving for abalone,Bitten on legs & buttock,May,N,M,White,32.0
1170,1972.02.20,1972,Unprovoked,australia,Surfing,Laceration above knee,Feb,N,M,Unspecified,18.0
1171,1972.01.01.b,1972,Unprovoked,south africa,Sitting in shallows,Foot bitten,Jan,N,F,Unspecified,30.0
1172,1972.01.01.a,1972,Unprovoked,mozambique,Standing,"Leg severed at knee,  hand severed, arms, torso & buttock severely lacerated",Jan,N,M,White,24.0
1173,1971.12.16,1971,Unprovoked,south africa,Swimming,Right forearm bitten,Dec,N,F,White,16.0
1174,1971.10.23,1971,Unprovoked,usa,Surfing,"Right shoulder, arm & hand bitten",Oct,N,M,Unspecified,18.0
1175,1971.10.14,1971,Unprovoked,south africa,Swimming,Wrist & hand lacerated,Oct,N,M,Unspecified,25.0
1176,1971.10.02,1971,Unprovoked,usa,Scuba diving,Bitten on legs,Oct,N,M,White,30.0
1177,1971.09.07,1971,Unprovoked,croatia,Swimming,FATAL,Sep,Y,M,White,34.0
1178,1971.08.21,1971,Provoked,australia,Scuba diving & feeding fish,Eight puncture wounds to right leg by captive shark PROVOKED INCIDENT,Aug,N,M,Grey,26.0
1179,1971.06.30,1971,Unprovoked,south africa,Surfing,Leg & surfboard bitten,Jun,N,M,White,21.0
1180,1971.04.11,1971,Unprovoked,south africa,Swimming,"FATAL, multiple bites ",Apr,Y,M,White,50.0
1181,1971.03.30,1971,Unprovoked,new zealand,Surfing,Lacerations to left leg ,Mar,N,M,White,16.0
1182,1970.09.28,1970,Unprovoked,micronesia,Diving,Lacerations & punctures to right arm & shoulder ,Sep,N,M,Unspecified,43.0
1183,1970.06.15,1970,Provoked,south africa,Scuba Diving,2 cm laceration on knee PROVOKED INCIDENT,Jun,N,M,Unspecified,25.0
1184,1969.09.06,1969,Unprovoked,usa,Free diving for abalone,Leg & ankle severely bitten,Sep,N,M,White,53.0
1185,1969.08.01,1969,Unprovoked,usa,Body surfing,Lacerations to right lower leg & left arm and hand,Aug,N,M,Unspecified,13.0
1186,1969.05.24,1969,Provoked,usa,Diving,Laceration to buttocks Recorded as PROVOKED INCIDENT,May,N,M,Unspecified,23.0
1187,1969.03.09,1969,Unprovoked,usa,Surfing,Leg & surfboard bitten,Mar,N,M,White,16.0
1188,1969.02.17.R,1969,Provoked,australia,Fishing,Lacerations to hand from hooked shark PROVOKED INCIDENT,Feb,N,M,Unspecified,49.0
1189,1968.12.26,1968,Provoked,australia,Feeding mullet to sharks,Laceration to finger by a captive shark PROVOKED INCIDENT,Dec,N,M,Grey,27.0
1190,1968.12.25,1968,Unprovoked,new zealand,Surfing,"Hit in face by shark, arm abraded, surfboard bitten",Dec,N,M,White,17.0
1191,1968.09.15,1968,Unprovoked,new zealand,Spearfishing,"FATAL, left leg bitten, femoral artery severed  ",Sep,Y,M,White,24.0
1192,1968.08.08,1968,Unprovoked,columbia,Dynamite fishing,Lacerations to head,Aug,N,M,Unspecified,18.0
1193,1968.07.27,1968,Unprovoked,usa,Free diving,Major injury to torso,Jul,N,M,White,25.0
1194,1968.07.16,1968,Unprovoked,usa,Spearfishing using Scuba,Swimfin & knee bitten,Jul,N,M,Unspecified,33.0
1195,1968.04.29,1968,Invalid,usa,Wading,Foot severely injured,Apr,Unknown,M,Unspecified,63.0
1196,1968.03.25,1968,Unprovoked,south africa,Wading & pushing dinghy toward  the shallows,Left thigh lacerated,Mar,N,M,Unspecified,35.0
1197,1968.03.00,1968,Invalid,usa,Treading water,No injury,Mar,Unknown,M,Unspecified,28.0
1198,1968.02.04,1968,Unprovoked,australia,Spearfishing,"No injury, speargun bitten",Feb,N,M,Unspecified,26.0
1199,1967.12.30,1967,Unprovoked,south africa,Surfing,Right ankle & foot bitten,Dec,N,M,Unspecified,22.0
1200,1967.10.17,1967,Unprovoked,usa,Standing on sandbar,Left foot bitten,Oct,N,M,Unspecified,19.0
1201,1967.08.27,1967,Provoked,usa,Pulling shark from the water,Nipped on shoulder by captive shark PROVOKED INCIDENT,Aug,N,M,Unspecified,24.0
1202,1967.08.19,1967,Unprovoked,australia,"Spearfishing, dived to pick up a float line","FATAL, ""bitten in two""",Aug,Y,M,White,23.0
1203,1967.08.10,1967,Invalid,australia,Anti-sabotage night dive exercise alongside destroyer (Scuba diving),"Disappeared, no trace of men or equipment, shark attack considered",Aug,Unknown,M,Unspecified,19.0
1204,1967.08.07,1967,Unprovoked,usa,Spearfishing,Shark grasped thigh,Aug,N,M,Unspecified,15.0
1205,1967.08.00.b,1967,Unprovoked,bahamas,Photographing sharks underwater using Scuba,"No injury, shark struck camera",Aug,N,M,Unspecified,41.0
1206,1967.06.13,1967,Provoked,usa,Spearfishing,"After shark was speared & hit on head, it bit the divers foot  PROVOKED INCIDENT",Jun,N,M,Unspecified,26.0
1207,1967.03.19,1967,Unprovoked,south africa,Spearfishing,"Punctures in right buttock & thigh, abrasion on right forearm",Mar,N,M,White,32.0
1208,1967.03.12,1967,Provoked,australia,Spearfishing,Speared shark lacerated his arm PROVOKED INCIDENT,Mar,N,M,Grey,36.0
1209,1967.03.09,1967,Unprovoked,new zealand,Lifesaving drill,"FATAL, seen taken by a shark ",Mar,Y,M,White,21.0
1210,1966.10.30,1966,Unprovoked,papua new guinea,Swimming,FATAL,Oct,Y,F,Unspecified,13.0
1211,1966.10.29,1966,Unprovoked,papua new guinea,Bathing,FATAL,Oct,Y,F,Unspecified,8.0
1212,1966.09.27,1966,Unprovoked,australia,"Free diving, carrying speargun",Shoulder lacerated,Sep,N,M,Unspecified,32.0
1213,1966.09.10,1966,Unprovoked,australia,Spearfishing,No injury,Sep,N,M,Unspecified,43.0
1214,1966.08.21.b,1966,Unprovoked,new britain,Swimming,FATAL,Aug,Y,F,Unspecified,13.0
1215,1966.08.21.a,1966,Unprovoked,new britain,Diving into water,FATAL,Aug,Y,F,Unspecified,9.0
1216,1966.08.00.b,1966,Invalid,usa,Spearfishing on Scuba,"No attack, no injury, shark took speared fish & approached diver closely ",Aug,Unknown,M,Unspecified,26.0
1217,1966.08.00.a,1966,Unprovoked,usa,Wading,"No injury, mother lifted him from the water",Aug,N,M,Unspecified,8.0
1218,1966.07.19,1966,Provoked,usa,Killing a shark,"Arm bitten, PROVOKED INCIDENT",Jul,N,M,Unspecified,34.0
1219,1966.07.03,1966,Invalid,usa,Free diving,No injury. A 1.1 m [3.5'] blacktip shark shark made a threat display & bit gig,Jul,Unknown,M,Unspecified,46.0
1220,1966.06.22,1966,Provoked,usa,Clamming,3 lacerations on  right leg by speared fish PROVOKED INCIDENT,Jun,N,M,Unspecified,15.0
1221,1966.06.11,1966,Provoked,usa,Fishing,Hand & forearm bitten by hooked shark PROVOKED INCIDENT,Jun,N,M,Unspecified,18.0
1222,1966.06.04,1966,Unprovoked,usa,Swimming,Punctures on  thigh & buttock,Jun,N,M,Unspecified,18.0
1223,1966.05.16.b,1966,Invalid,usa,Spearfishing / Scuba diving,"White shark, 3.7 m [12']  made threat display. No injury, no attack",May,Unknown,M,Unspecified,24.0
1224,1966.02.27,1966,Unprovoked,australia,Treading water,"Left leg & lower right leg bitten, taken ashore with shark still grasping his leg",Feb,N,M,White,13.0
1225,1966.01.29,1966,Provoked,south africa,Helping men land a shark,Left leg lacerated by hooked shark  PROVOKED INCIDENT,Jan,N,M,Unspecified,33.0
1226,1966.01.22,1966,Unprovoked,usa,Free diving / spearfishing (resting on the surface),"Hand, arm & thigh bitten",Jan,N,M,White,29.0
1227,1966.01.11,1966,Unprovoked,south africa,Standing,Right calf lacerated,Jan,N,M,Unspecified,16.0
1228,1966.01.09,1966,Unprovoked,south africa,Body surfing,Lower legs bitten,Jan,N,M,Unspecified,15.0
1229,1966.01.05,1966,Unprovoked,usa,Swimming,Thigh gashed,Jan,N,M,Unspecified,35.0
1230,1966.00.00,1966,Invalid,usa,Walking,Minor lacerations & abrasions to lower leg. ,Unknown,Unknown,F,Unspecified,15.0
1231,1965.11.03.a,1965,Unprovoked,australia,Surfing,Puncture wounds to right thigh,Nov,N,M,Grey,24.0
1232,1965.04.25,1965,Invalid,usa,Surfing,Drowned & his body was not recovered. Sharks seen in area later that day but no shark involvement in surfer's death,Apr,Unknown,M,Unspecified,19.0
1233,1965.04.10,1965,Unprovoked,usa,Spearfishing,Left hand severely lacerated,Apr,N,M,White,28.0
1234,1965.04.04.b,1965,Unprovoked,palau,Walking on reef,Right leg bitten,Apr,N,M,Tiger,8.0
1235,1965.04.04.a,1965,Unprovoked,usa,Paddling on surfboard,Left hand punctured & lacerated,Apr,N,M,Unspecified,17.0
1236,1965.03.14,1965,Unprovoked,usa,Free diving,Survived,Mar,N,M,Unspecified,16.0
1237,1965.02.14,1965,Unprovoked,south africa,Treading water,"Abdomen, buttock, thigh, arm & hand bitten",Feb,N,M,Unspecified,25.0
1238,1965.02.04,1965,Unprovoked,usa,Scuba diving,Punctures on left thigh,Feb,N,M,Unspecified,18.0
1239,1965.01.23,1965,Unprovoked,south africa,Paddling rescue ski,"No injury, ski bitten",Jan,N,M,White,22.0
1240,1964.12.25,1964,Unprovoked,south africa,Swimming,"Hand, ankle & calf lacerated",Dec,N,M,Unspecified,19.0
1241,1964.12.09,1964,Unprovoked,papua new guinea,"Canoe swamped, swimming back to canoe",Survived,Dec,N,M,Unspecified,28.0
1242,1964.11.29,1964,Unprovoked,australia,Free diving with seals,Left leg severed,Nov,N,M,White,25.0
1243,1964.10.04,1964,Unprovoked,australia,"Surfing, but swimming to his board",Abrasions & 11 teethmarks on right lower leg,Oct,N,M,Grey,19.0
1244,1964.09.07,1964,Unprovoked,taiwan,Swimming,Right thigh &  elbow bitten,Sep,N,M,Unspecified,20.0
1245,1964.08.23,1964,Unprovoked,mexico,Floating on his back in an inner tube,Right thigh bitten,Aug,N,M,Unspecified,19.0
1246,1964.08.22,1964,Invalid,usa,Spearfishing / free diving,3 m to 3.7 m [10' to 12']  great hammerhead shark shark only made a threat display. No injury,Aug,Unknown,M,Unspecified,18.0
1247,1964.08.08,1964,Unprovoked,usa,Spearfishing using scuba,"No injury, shark hit scuba tank",Aug,N,M,Unspecified,28.0
1248,1964.06.28,1964,Invalid,usa,Attempting to swim across the Atlantic Ocean,"Disappeared, probable drowning but sharks in area led to speculation that she was taken by a shark",Jun,Unknown,F,Unspecified,29.0
1249,1964.06.02,1964,Invalid,south africa,Swimming,"Skeletonized, except for head & feet. Possibly a drowning / scavenging",Jun,Unknown,M,Unspecified,40.0
1250,1964.05.08,1964,Unprovoked,fiji,Spearfishing,"FATAL, buttocks, lower abdomen & genitalia removed  ",May,Y,M,Tiger,35.0
1251,1964.03.05,1964,Unprovoked,usa,Skin diving ,"Minor injury, abdomen abraded when he collided with the shark",Mar,N,M,Unspecified,38.0
1252,1964.02.10,1964,Unprovoked,new zealand,Spearfishing,"No injury to diver, shark bit speargun",Feb,N,M,White,26.0
1253,1964.02.08,1964,Unprovoked,south africa,Body boarding,Right ankle lacerated,Feb,N,M,White,25.0
1254,1964.02.05.a,1964,Unprovoked,new zealand,Swimming,"FATAL, both legs bitten & right leg severed at knee ",Feb,Y,M,White,19.0
1255,1964.02.02,1964,Invalid,australia,Swimming,Body not recovered  / May have drowned prior to shark involvement,Feb,Unknown,M,Unspecified,23.0
1256,1964.01.11,1964,Unprovoked,usa,Spearfishing / Scuba diving (at surface),Leg & thigh bitten,Jan,N,M,White,21.0
1257,1963.12.29,1963,Unprovoked,south africa,Standing,"Right hand & foot severed, thigh & buttock lacerated",Dec,N,F,Unspecified,20.0
1258,1963.12.26.b,1963,Unprovoked,south africa,Swimming ,"Lower leg bitten & foot severed, leg surgically amputated below knee",Dec,N,M,Unspecified,24.0
1259,1963.12.22.a,1963,Provoked,south africa,Helping friend land hooked shark,Foot lacerated  PROVOKED INCIDENT,Dec,N,M,Unspecified,13.0
1260,1963.12.20.a,1963,Unprovoked,south africa,Splashing in surf,"FATAL, arm severed, leg bitten",Dec,Y,M,Unspecified,15.0
1261,1963.12.08,1963,Unprovoked,australia,Spearfishing,Torso & hand lacerated,Dec,N,M,White,23.0
1262,1963.11.30.b,1963,Unprovoked,new zealand,Treading water while alongside capsized yacht,Hand & lower leg severely injured,Nov,N,M,Unspecified,20.0
1263,1963.11.30.a,1963,Provoked,papua new guinea,Fishing / standing in waist deep water,Left arm lacerated  PROVOKED INCIDENT,Nov,N,F,Tiger,18.0
1264,1963.11.28,1963,Unprovoked,fiji,Fishing,Elbow bitten,Nov,N,F,Tiger,21.0
1265,1963.11.04,1963,Unprovoked,palau,Fishing,Left calf lacerated,Nov,N,M,Unspecified,35.0
1266,1963.10.16,1963,Unprovoked,usa,"Surf fishing, wading ","Right thigh &  foot bruised, right calf  lacerated",Oct,N,M,Unspecified,28.0
1267,1963.09.22,1963,Unprovoked,solomon islands,Spearing fish,"FATAL, right thigh, calf & foot bitten ",Sep,Y,M,Unspecified,30.0
1268,1963.09.13,1963,Provoked,australia,Surfing,"A ""dead"" shark grabbed by the tail bit his right torso PROVOKED INCIDENT",Sep,N,M,Unspecified,18.0
1269,1963.09.10,1963,Provoked,usa,"Spearfishing, pulled sharks tail",Minor injury to left forearm  PROVOKED INCIDENT,Sep,N,M,Unspecified,16.0
1270,1963.07.28,1963,Unprovoked,federated states of micronesia,Spearfishing,Upper left arm bitten,Jul,N,M,Tiger,26.0
1271,1963.06.01.b,1963,Unprovoked,greece,Swimming,FATAL,Jun,Y,F,White,42.0
1272,1963.06.01.a,1963,Provoked,papua new guinea,Fishing,"Hooked shark bit his nose, arm and leg PROVOKED INCIDENT",Jun,N,M,Unspecified,30.0
1273,1963.04.20,1963,Unprovoked,usa,Swimming,"FATAL, hand severed, shoulder, hip, foot, thigh bitten & femoral artery severed  ",Apr,Y,M,Unspecified,25.0
1274,1963.04.12,1963,Unprovoked,usa,Surfing ,Left foot & leg bitten,Apr,N,M,Unspecified,15.0
1275,1963.02.24,1963,Unprovoked,australia,Spearfishing,Left leg lacerated,Feb,N,M,Unspecified,18.0
1276,1963.02.08,1963,Unprovoked,fiji,Spearfishing,Left arm bitten,Feb,N,M,White,28.0
1277,1963.01.28,1963,Unprovoked,australia,Wading,"FATAL, right femoral artery severed, thigh, calf, buttock & left hand bitten  ",Jan,Y,F,Bull,32.0
1278,1963.01.26,1963,Invalid,australia,Swimming,"9' shark in area when he disappeared, body not recovered",Jan,Unknown,M,Unspecified,25.0
1279,1963.01.11,1963,Unprovoked,south africa,"Free diving, hunting crayfish",Lacerations & punctures on left  forearm,Jan,N,M,Unspecified,27.0
1280,1963.01.06,1963,Unprovoked,south africa,Spearfishing,Lacerations to right  arm,Jan,N,M,Unspecified,24.0
1281,1962.12.09,1962,Unprovoked,australia,Spearfishing,"FATAL, right leg bitten thigh to calf  ",Dec,Y,M,White,16.0
1282,1962.11.11,1962,Unprovoked,usa,Spearfishing / Scuba diving (at surface),"Arm, hand, buttock, leg and thigh bitten",Nov,N,M,White,24.0
1283,1962.10.25,1962,Unprovoked,mexico,Wading,"FATAL, both legs bitten  ",Oct,Y,M,Unspecified,32.0
1284,1962.09.30,1962,Unprovoked,british west indies,Spearfishing,Left thigh & hand & speargun bitten,Sep,N,M,Unspecified,24.0
1285,1962.09.02,1962,Unprovoked,italy,Spearfishing with Scuba gear,"FATAL, multiple injuries to both legs  ",Sep,Y,M,White,28.0
1286,1962.08.30.a,1962,Provoked,papua new guinea,Fishing,Posterior lower left leg lacerated by netted shark PROVOKED INCIDENT,Aug,N,M,Unspecified,49.0
1287,1962.08.29,1962,Provoked,usa,Diving for abalone,"Struck shark with abalone bar to scare it away from abalone, but shark bit his shoulder  PROVOKED INCIDENT",Aug,N,M,Unspecified,39.0
1288,1962.08.19,1962,Unprovoked,usa,Surf fishing in waist-deep water,"FATAL, lower right leg bitten",Aug,Y,M,Unspecified,40.0
1289,1962.08.12,1962,Unprovoked,usa,Standing,Left thigh & hand bitten,Aug,N,M,Unspecified,24.0
1290,1962.07.19,1962,Provoked,usa,Fishing for albacore,"2 lacerations on left hand by hooked shark, PROVOKED INCIDENT",Jul,N,M,Unspecified,19.0
